acc. date,type,reg.,operator,fat.,location,Unnamed: 6,dmg,Unnamed: 8,Unnamed: 9
17 Feb 2016,Boeing 737-823 (WL),N925NN,American Airlines,0,"Detroit-Metropolitan Wayne County Airport, MI (DTW)",,sub,,
17 Feb 2016,Boeing 737-7H4 (WL),N784SW,Southwest Airlines,0,"Detroit-Metropolitan Wayne County Airport, MI (DTW)",,sub,,
20 Feb 2016,Cessna 525 Citation M2,N214RT,private,0,"Orlando International Airport, FL (MCO)",,w/o,,
23 Feb 2016,Boeing 737-846 (WL),JA322J,Japan Airlines (JAL),0,Sapporo-New Chitose Airport (CTS/RJCC),,min,,
23 Feb 2016,Embraer EMB-145MP (ERJ-145MP),N856HK,Trans States Airlines,0,"Saint Louis-Lambert International Airport, MO (STL)",,sub,,
24 Feb 2016,Viking Air DHC-6 Twin Otter 400,9N-AHH,Tara Air,23,"Dana, Myagdi district",,w/o,,
26 Feb 2016,IPTN/CASA CN-235M-VIP,M44-07,Royal Malaysian Air Force - RMAF,0,off Kuala Selangor,,w/o,,
2 Mar 2016,Beechcraft 99A Airliner,N198WA,Wiggins Airways,0,"near Bangor, ME",,sub,,
3 Mar 2016,Boeing 737-95R,VT-JGD,Jet Airways,0,Mumbai-Chhatrapati Shivaji International Airport (BOM),,sub,,
3 Mar 2016,Cessna 208 Caravan I,3004,South African Air Force - SAAF,0,near Langebaanweg Air Force Base,,w/o,,
5 Mar 2016,Boeing 767-34AFER (WL),N305UP,United Parcel Service - UPS,0,"Albuquerque Sunport Airport, NM (ABQ)",,sub,,
5 Mar 2016,Beechcraft B300 King Air 350,N6351V,United States Army,0,near Kawrgosk,,sub,,
9 Mar 2016,Antonov An-26B,S2-AGZ,True Aviation,3,3 km W off Cox's Bazar Airport (CXB),,w/o,,
13 Mar 2016,Britten-Norman BN-2B-20 Islander,VP-ACT,Anguilla Air Services,0,Saint-BarthÃ©lÃ©my Airport (SBH),,sub,,
14 Mar 2016,Boeing 737-724 (WL),N23708,United Airlines,0,"Port Arthur, Texas",,non,,
14 Mar 2016,Raytheon Beechjet 400A,N465FL,Flight Options,0,"Rome-Richard B Russell Airport, GA (RMG)",,sub,,
15 Mar 2016,IAI Arava 201,E-206,AviaciÃ³n del EjÃ©rcito Ecuatoriana - AEE,22,"Hacienda la Palmira, Pastaza",,w/o,,
16 Mar 2016,Cessna AC-208B Combat Caravan,YI-119,Al Quwwat al Jawwiya al Iraqiya (Iraqi Air Force),3,Hawijah,,w/o,,
18 Mar 2016,Beechcraft 1900D,AP-BII,Aircraft Sales & Services Limited - ASSL,0,Karachi-Jinnah International Airport (KHI),,sub,,
19 Mar 2016,Boeing 737-8KN (WL),A6-FDN,flydubai,62,Rostov Airport (ROV),,w/o,,
22 Mar 2016,Swearingen SA226-TC Metro II,LV-ZEB,CEDMA AviaciÃ³n,0,"RÃ­o Grande Airport, TF (RGA)",,sub,,
23 Mar 2016,Avro RJ85,EI-RJG,CityJet,0,Florence-Peretola Airport (FLR),,sub,,
25 Mar 2016,Embraer ERJ-190AR (ERJ-190-100 IGW),N273JB,JetBlue Airways,0,Nassau-Lynden Pindling International Airport (NAS),,sub,,
27 Mar 2016,Fokker 100,UP-F1012,Bek Air,0,Astana International Airport (TSE),,sub,,
29 Mar 2016,Antonov An-26RT,09 blue,Russian Air Force,0,Rostov Airport (ROV),,sub,,
29 Mar 2016,Airbus A320-232,SU-GCB,EgyptAir,0,Larnaca Airport (LCA),,non,,
1 Apr 2016,Cessna 208B Grand Caravan,XA-ULU,AÃ©reo Servicios Empresariales,3,111 km W of Durango-Guadalupe Victoria Airport (DGO),,w/o,,
3 Apr 2016,Antonov An-2R,RA-54828,Technoservice-A,0,"1 km E of Aksarino, Zainsky district",,sub,,
4 Apr 2016,Cessna 208B Grand Caravan,PR-CRF,Two TÃ¡xi AÃ©reo,0,"ca 6,5 km W of MacapÃ¡ Internacional Airport, AP (MCP)",,sub,,
4 Apr 2016,ATR 42-600,PK-TNJ,TransNusa Aviation Mandiri,0,Jakarta-Halim Perdana Kusuma Airport (HLP),,w/o,,
4 Apr 2016,Boeing 737-8GP (WL),PK-LBS,Batik Air,0,Jakarta-Halim Perdana Kusuma Airport (HLP),,sub,,
6 Apr 2016,Bombardier BD-700-1A10 Global 6000,9H-AMZ,Comlux Malta,0,GenÃ¨ve-Cointrin Airport (GVA),,min,,
6 Apr 2016,Raytheon U-125 (Hawker 800),49-3043,Japan Air Self-Defense Force - JASDF,6,10 km N of Kanoya Air Base,,w/o,,
7 Apr 2016,Douglas C-47A-5-DK (DC-3),HK-2663,Aerolineas Llaneras - Arall,0,"2,6 km SW of Puerto GaitÃ¡n Airport",,w/o,,
9 Apr 2016,de Havilland Canada DHC-6 Twin Otter 100,N122PM,Skydive San Marcos,0,"Fentress Airpark, TX",,sub,,
13 Apr 2016,PADC/Pilatus Britten-Norman BN-2T Islander,P2-SBC,Sunbird Aviation PNG,12,"1,2 km W of Kiunga Airport (UNG)",,w/o,,
14 Apr 2016,Antonov An-2,,Unknown,1,"Maryevka, Pestravsky district",,w/o,,
20 Apr 2016,Beechcraft 1900D,C-FEVA,"Air Canada Express, opb Exploits Valley Air Services",0,"Gander Airport, NL (YQX)",,sub,,
21 Apr 2016,Beechcraft 300 Super King Air,PT-MCM,AgropecuÃ¡ria Otura,0,"Porto Seguro-Terravista Golf Club Airport, BA",,sub,,
24 Apr 2016,Swearingen SA226-AT Merlin IVA,EC-GFK,Flightline,0,Gerona-Costa Brava Airport (GRO),,sub,,
28 Apr 2016,Canadair CL-600-2B19 Regional Jet CRJ-200ER,N961SW,"United Express, opb SkyWest Airlines",0,"San Francisco International Airport, CA (SFO)",,sub,,
28 Apr 2016,Embraer ERJ 190-100 IGW (ERJ-190AR),HC-COX,TAME Ecuador,0,Cuenca-Mariscal Lamar International Airport (CUE),,sub,,
30 Apr 2016,Antonov An-26,,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),5,near El Obeid Airport (EBD),,w/o,,
30 Apr 2016,Fokker 50,SE-LEZ,"Air VallÃ©e, opb Amapola Flyg",0,Catania-Fontanarossa Airport (CTA),,sub,,
4 May 2016,Airbus A330-243,A6-EYN,Etihad Airways,0,near Bangka Islands,,min,,
5 May 2016,Convair CV-580 Airtanker,C-FEKF,Conair Aviation,0,"Manning Airport, AB",,sub,,
6 May 2016,Antonov An-2R,N2AN,American Airpower Heritage Museum,0,"1,3 km N of San Bernardino International Airport, CA (SBD)",,sub,,
7 May 2016,ATR 72-600 (72-212A),VT-JCX,Jet Airways,0,Indore-Devi Ahilyabai Holkar Airport (IDR),,sub,,
10 May 2016,Beechcraft B100 King Air,N86TR,Dexter Air,0,"Dexter Municipal Airport, MO (KDXE)",,sub,,
10 May 2016,Airbus A321-211,N189UW,American Airlines,0,"Phoenix-Sky Harbor International Airport, AZ (PHX)",,sub,,
11 May 2016,Boeing 737-9GPER (WL),9M-LNK,Malindo Air,0,Kota Kinabalu Airport (BKI),,min,,
11 May 2016,Boeing 777-328ER,F-GZNT,Air France,0,Paris-Charles de Gaulle Airport (CDG),,sub,,
11 May 2016,Airbus A320-214,F-GKXJ,Air France,0,Paris-Charles de Gaulle Airport (CDG),,sub,,
12 May 2016,Cessna 208B Grand Caravan,N1114A,Parachute Center,0,"ca 0,6 km E of Lodi Airport, CA",,sub,,
14 May 2016,Airbus A320-214,N103US,American Airlines,0,"Philadelphia, Pennsylvania",,non,,
14 May 2016,Cessna 208 Caravan I,XB-NLX,SkyDive MÃ©xico,0,near Tequesquitengo,,sub,,
18 May 2016,Antonov An-12B,4K-AZ25,Silk Way Airlines,7,Dwyer Airport (DWR),,w/o,,
19 May 2016,Airbus A320-232,SU-GCC,EgyptAir,66,ca 200 km N of Egyptian coast,,w/o,,
20 May 2016,de Havilland Canada DHC-8-402Q Dash 8,D-ABQB,Air Berlin,0+1,Karlsruhe/Baden-Baden Airport (FKB/EDSB),,sub,,
23 May 2016,Cessna 501 Citation I/SP,N804ST,Eagle II Aero LLC,0,"near Texarkana, AR",,sub,,
27 May 2016,Boeing 777-3B5,HL7534,Korean Air,0,Tokyo-Haneda Airport (HND),,min,,
28 May 2016,Airbus A320-214,EC-JGM,Vueling,0,Manchester Airport (MAN),,sub,,
3 Jun 2016,Cessna 208B Grand Caravan,5Y-JLL,Lady Lori (Kenya) Ltd,0,Akobo Airport (HSAK),,sub,,
4 Jun 2016,Antonov An-30A-100,TN-AHP,South Stone Airlines,0,Yambio Airport (HSYA),,sub,,
4 Jun 2016,Cessna 208B Grand Caravan EX,PK-ICC,Pegasus Air Services,0,Ilaga Airport (ILA),,sub,,
4 Jun 2016,Airbus A320-200,,,0,Stuttgart-Echterdingen Airport (STR/EDDS),,non,,
5 Jun 2016,Boeing 737-932ER,N801DZ,Delta Air Lines,0,"Las Vegas, NV",,non,,
5 Jun 2016,Cessna 208B Grand Caravan,N750Z,Air Choice One,0,"Fort Dodge Airport, IA (FOD)",,sub,,
5 Jun 2016,British Aerospace BAe-125-800B,RA-02773,Aerolimousine,0,18 km W of Neryungri Airport (NER),,sub,,
6 Jun 2016,Cessna 560 Citation Ultra,N145KK,Red Wing Aeroplane Company,0,"Gainesville-J R Alison Municipal Airport, FL (GNV)",,sub,,
6 Jun 2016,McDonnell Douglas MD-11F,N277UP,United Parcel Service - UPS,0,Seoul-Incheon International Airport (ICN),,sub,,
12 Jun 2016,Airbus A321-231,N104NN,American Airlines,0,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",,non,,
14 Jun 2016,ATR 72-600 (72-212A),PK-WGL,Wings Air,0,unknown,,sub,,
14 Jun 2016,Cessna 208B Grand Caravan EX,PK-RKC,Associated Mission Aviation - AMA,0,"Lolat, Yahukimo, Papua",,w/o,,
14 Jun 2016,Antonov An-32A,EK32120,"Coco Aviation, lsf Ayk Avia",0,Bor Airport (HSBR),,sub,,
15 Jun 2016,Embraer ERJ-195LR,EC-LKX,Air Europa,0,Madrid-Barajas Adolfo SuÃ¡rez Airport (MAD/LEMD),,non,,
16 Jun 2016,CASA C-212 Aviocar 400MPA,8983,Vietnam Coast Guard,9,ca 22 km SW off Bach Long Vi Island,,w/o,,
19 Jun 2016,de Havilland Canada DHC-3T Texas Turbine Otter,N104BM,Bald Mountain Air Services,0,"17 km NE of Homer-Beluga Lake Seaplane Base, AK",,sub,,
19 Jun 2016,British Aerospace BAe-146-300,EP-MOF,Mahan Air,0,Khark Airport (KHK),,sub,,
21 Jun 2016,Beechcraft 200C Super King Air,OB-2104-P,AerCaribe Peru,0,Lima-Jorge ChÃ¡vez International Airport (LIM),,sub,,
21 Jun 2016,Dornier 228-202,9Q-CSL,Busy Bee Congo,0,Goma Airport (GOM),,sub,,
26 Jun 2016,Boeing 737-924ER (WL),N69806,United Airlines,0,"New Orleans, Louisiana",,non,,
26 Jun 2016,Antonov An-2R,UP-A0273,Tamshybulak,1,Bereke,,w/o,,
26 Jun 2016,Canadair CL-215-1A10,1111,Elleniki PolemikÃ­ AeroporÃ­a,0,near Dervenochoria,,w/o,,
27 Jun 2016,Boeing 777-312ER,9V-SWB,Singapore Airlines,0,Singapore-Changi International Airport (SIN),,sub,,
30 Jun 2016,Antonov An-2SX,RA-33462,Krasnokutske Flight School of Civil Aviation,2,"2 km from Novopokrovskoye, Balashov district",,w/o,,
1 Jul 2016,Boeing 737-8AS (WL),EI-ENH,Ryanair,0,Bruxelles-Sud Charleroi Airport (CRL/EBCI),,unk,,
1 Jul 2016,Ilyushin Il-76TD,RA-76840,Russian Ministry of Emergency Situations,10,"9 km ESE Rybnyi Uyan, Kachug region",,w/o,,
6 Jul 2016,Hawker 900XP,VT-LTA,L&T Aviation Services,0,Chennai Airport (MAA),,sub,,
7 Jul 2016,de Havilland Canada DHC-8-402Q Dash 8,HS-DQC,Nok Air,0,Loei Airport (LOE),,sub,,
11 Jul 2016,Lockheed C-130H Hercules,16804,ForÃ§a AÃ©rea Portuguesa,3,Montijo Air Base (LPMT),,w/o,,
15 Jul 2016,Beechcraft B200 King Air,N111MQ,Execumed Corp.,0,San Juan-Fernando Luis Ribas Dominicci Airport (SIG),,sub,,
17 Jul 2016,Beechcraft 200 Super King Air,C-FCGW,Air Nunavut,0,"Iqaluit Airport, NU (YFB)",,sub,,
20 Jul 2016,Beechcraft B200 Super King Air,N46CE,Century Equipment Company,0,"Burnsville-Mountain Air Airport, NC",,sub,,
20 Jul 2016,Cessna 208B Grand Caravan EX,B-10FW,Joy General Aviation,5,off Jinshan City Beach,,w/o,,
21 Jul 2016,Cessna 208B Supervan 900,N7581F,Skydive Twin Cities,0,"Baldwin Airport, WI",,sub,,
22 Jul 2016,Antonov An-32,K2743,Indian Air Force - IAF,29,ca 310 km E off Chennai [Bay of Bengal],,w/o,,
26 Jul 2016,Embraer ERJ-170SE (ERJ-170-100 SE),N655RW,United Airlines,0,"Cleveland Hopkins International Airport, OH (CLE)",,non,,
26 Jul 2016,Embraer EMB-505 Phenom 300,N362FX,"Flexjet, opb Flight Options",0,"Houston-Sugar Land Regional Airport, TX (SGR)",,sub,,
28 Jul 2016,Airbus A321-231,N913JB,Jetblue Airways,0,Bermuda,,non,,
28 Jul 2016,Gulfstream G650ER,N827DC,TDC Management LLC,0,"Colorado Springs Municipal Airport, CO (COS)",,w/o,,
31 Jul 2016,Antonov An-2R,RA-54790,Lemaks,3,"29 km E of Zelenogorskiy, Kemerovo Region",,w/o,,
1 Aug 2016,Canadair CL-215-6B11 (CL-415),F-ZBEU,SecuritÃ© Civile,0,Ajaccio-Napoleon Bonaparte Airport (AJA),,sub,,
1 Aug 2016,Beechcraft C99 Commuter,N234AV,Ameriflight,0,"near Spanish Fork, UT",,sub,,
3 Aug 2016,Airbus A319-115,N9010R,American Airlines,0,Grand Cayman Island-Owen Roberts International Airport (GCM/MWCR),,min,,
3 Aug 2016,Boeing 777-31H,A6-EMW,Emirates,0+1,Dubai Airport (DXB),,w/o,,
4 Aug 2016,Boeing 737-3H4 (WL),N368SW,Southwest Airlines,0,"Baltimore/Washington International Thurgood Marshall Airport, MD (BWI)",,sub,,
4 Aug 2016,Cessna 208B Grand Caravan,9N-AKC,Makalu Air,0,near Simikot,,w/o,,
5 Aug 2016,Boeing 737-476 (SF),HA-FAX,ASL Airlines Hungary,0,Bergamo-Orio Al Serio Airport (BGY),,w/o,,
7 Aug 2016,Boeing 737-86J (WL),HL8253,T'Way Air,0,Seoul-Incheon International Airport (ICN/RKSI),,sub,,
9 Aug 2016,Boeing 737-832 (WL),N3762Y,Delta Air Lines,0,"New York-John F. Kennedy International Airport, NY (JFK)",,sub,,
11 Aug 2016,Antonov An-2R,RA-17812,ALROSA,0,Polyarnyj Airport (PYJ),,sub,,
13 Aug 2016,Airbus A320-231,EP-TTA,Atrak Air,0,Tehran-Mehrabad Airport (THR/OIII),,min,,
13 Aug 2016,Cessna 500 Citation I,N70SW,Strong Tower Services LLC,0,"Fort Lauderdale-Executive Airport, FL (FXE)",,sub,,
14 Aug 2016,Beechcraft 200 Super King Air,,Unknown,2,"Orillas del RÃ­o Meta, Apure",,w/o,,
14 Aug 2016,Beriev Be-200ES,RF-31121,Russian Ministry of Emergency Situations,0,near SÃ£o Pedro do Sul,,sub,,
16 Aug 2016,Cessna 550 Citation II,YV3051,private,2,near Charallave-Ãscar Machado Zuloaga Airport,,w/o,,
17 Aug 2016,Boeing 737-924 (WL),N37408,United Airlines,0,"Waco, Texas",,non,,
24 Aug 2016,Tupolev Tu-204S,RA-64021,Aviastar-TU,0,Noril'sk Airport (NSK),,sub,,
25 Aug 2016,Learjet 55,N666TK,RCR7 LLC,0,North Eleuthera International Airport (ELH),,sub,,
27 Aug 2016,Boeing 737-7H4 (WL),N766SW,Southwest Airlines,0,"26 km S of Biloxi, MS",,sub,,
28 Aug 2016,Airbus A330-323,HL8258,Asiana Airlines,0,Seoul-Incheon International Airport (ICN),,sub,,
31 Aug 2016,Boeing 767-322 (WL),N657UA,United Airlines,0,"over Atlantic Ocean ca 1100 km E of St. John's, Canada",,non,,
31 Aug 2016,Cessna 208B Grand Caravan EX,N752RV,"Ravn Connect, opb Hageland Aviation Services",3+2,"10 km NW of Russian Mission Airport, AK (RSH)",,w/o,,
7 Sep 2016,ATR 42-300,EI-CBK,"Aer Lingus Regional, opb Stobart Air",0,Donegal Airport (CFN/EIDL),,non,,
10 Sep 2016,Embraer EMB-500 Phenom 100,PT-MMP,Patrus Transportes Urgentes Ltda.,0,"Angra dos Reis Airport, RJ (SDAG)",,sub,,
10 Sep 2016,Beechcraft 200 Super King Air,N369CD,Hurricane Joaquin LLC,0,"Orlando Apopka Airport, FL",,sub,,
11 Sep 2016,Airbus A320-214,F-HBNK,Air France,0,"Bastia-Poretta Airport, Haute-Corse 2B",,non,,
13 Sep 2016,Boeing 737-347 (SF),PK-YSY,Trigana Air Service,0,Wamena Airport (WMX),,sub,,
16 Sep 2016,Boeing 727-2S2F Adv,9Q-CVS,Serve Air,0,Kamina,,unk,,
17 Sep 2016,Cessna 525A CitationJet CJ2+,PR-JVF,J. R. Coffee Commerce and Export Ltda.,0,Barra Grande Airport (MUU/SIRI),,sub,,
17 Sep 2016,Cessna 208B Grand Caravan,CC-CTS,Servicios AÃ©reos Pewen,0,Puerto Montt-Marcel Marchant Airport (SCPF),,min,,
17 Sep 2016,Antonov An-2R,RA-84566,"Technoservice-A, lsf Aviapartner",0,"5,5 km S of Tatarskoye Uraykino, Ulyanovsk region",,sub,,
21 Sep 2016,Beechcraft B100 King Air,N66804,"O.I.A. Enterprises, LLC",0,"Jackson-McKellar-Sipes Regional Airport, TN (MKL)",,sub,,
22 Sep 2016,Learjet 25D,YV1738,"WMG Techno-Logistic, C.A.",0,San Juan-Fernando Luis Ribas Dominicci Airport (SIG),,sub,,
22 Sep 2016,Beechcraft 200 Super King Air,ZS-KGW,Majestic Air,0,"Bray, Northern Cape",,sub,,
23 Sep 2016,Boeing 737-8K2 (WL),PH-HXA,Transavia Airlines,0,near waypoint LORES,,non,,
24 Sep 2016,de Havilland Canada DHC-8-202Q Dash 8,N366PH,"United Express, opb CommutAir",0,"Washington-Dulles International Airport, DC (IAD)",,sub,,
24 Sep 2016,British Aerospace 4101 Jetstream 41,9N-AIB,Yeti Airlines,0,Bhairawa Airport (BWA),,sub,,
25 Sep 2016,Learjet 31A,PK-JKI,Nusantara Air Charter,0,Jakarta-Halim Perdana Kusuma Airport (HLP),,sub,,
28 Sep 2016,Beechcraft 1900D,ZS-PZE,"United Nations - UN, opb King Air Charter",0,Beni Airport (BNC),,sub,,
29 Sep 2016,Antonov An-2R,ST-AUT,Unknown,0,Wadi Halfa Airport (WHF),,w/o,,
29 Sep 2016,Antonov An-2R,ST-AUQ,Unknown,0,Wadi Halfa Airport (WHF),,w/o,,
30 Sep 2016,Beechcraft 1900C,N376SA,Southern Air Charter,0,Deadman's Cay Airport (LGI),,unk,,
30 Sep 2016,Cessna 208B Grand Caravan,HK-3804,Llanera de AviaciÃ³n,4,near San Antonio de Prado,,w/o,,
1 Oct 2016,Airbus A330-302,B-18307,China Airlines,0,Taipei-Taiwan Taoyuan International Airport (TPE),,sub,,
2 Oct 2016,Cessna 208B Grand Caravan,N208SD,"Ravn Connect, opb Hageland Aviation Services",3,"19 km NW of Togiak, AK",,w/o,,
3 Oct 2016,Reims Cessna F406 Caravan II,OH-OTL,Lapin Tilauslento,0,Oulu Airport (OUL),,sub,,
4 Oct 2016,Boeing 737-4Q8 (SF),OE-IAG,ASL Airlines Belgium,0,Belfast International Airport (BFS),,min,,
4 Oct 2016,Airbus A319-131,G-EUOI,British Airways,0,Berlin-Tegel Airport (TXL/EDDT),,sub,,
5 Oct 2016,Boeing 737-8H4 (WL),N8324A,Southwest Airlines,0,"Denver International Airport, CO (DEN/KDEN)",,non,,
9 Oct 2016,Embraer P-95B Bandeirulha (EMB-111),7103,ForÃ§a AÃ©rea Brasileira - FAB,0,"SÃ£o Paulo-Campo de Marte Airport, SP",,sub,,
11 Oct 2016,Beechcraft 200 Super King Air,C-GFSB,Fast Air,0,"Bloodvein River Airport, MB (YDV)",,min,,
11 Oct 2016,Antonov An-26-100,RA-26660,Polyarnaya Aviatsiya,0,"0,3 km from Belaya Gora Airport (BGN)",,sub,,
13 Oct 2016,Cessna 525B CitationJet CJ3+,N518AR,A.R. Wings LLC,0,"Smithfield-North Central Airport, RI (SFZ)",,sub,,
13 Oct 2016,Cessna 500 Citation I,C-GTNG,Norjet,4,"8,3 km NE of Kelowna Airport, BC (YLW)",,w/o,,
14 Oct 2016,Cessna 208 Caravan I,N208KM,National Parachute Test Center - NPTC,1,"Dunnellon/Marion County Airport, FL",,sub,,
19 Oct 2016,Lockheed C-130B Hercules,FAC-1014,Fuerza AÃ©rea Colombiana,1,near Apiay,,sub,,
21 Oct 2016,Airbus A300B4-203 (F),PR-STN,Sterna Linhas AÃ©reas,0,"Recife-Guararapes International Airport, PE (REC)",,sub,,
21 Oct 2016,Embraer C-95BM Bandeirante (EMB-110),2305,ForÃ§a AÃ©rea Brasileira - FAB,0,"Porto Alegre-Canoas Air Base, RS",,sub,,
22 Oct 2016,ATR 72-600 (72-212A),CS-DJF,"TAP Express, opb White Airways",0,Lisboa-Humberto Delgado Airport (LIS),,sub,,
24 Oct 2016,de Havilland Canada DHC-8-402Q Dash 8,ET-ANY,Ethiopian Airlines,0,Dire Dawa-Aba Tenna D Yilma Airport (DIR),,w/o,,
24 Oct 2016,Dornier 328JET-310,XA-ALA,FlyMex,0,Toluca Airport (TLC),,sub,,
24 Oct 2016,Fairchild SA227-AT Expediter,N577MX,CAE Aviation,5,Malta-Luqa Airport (MLA),,w/o,,
28 Oct 2016,Boeing 767-323ER (WL),N345AN,American Airlines,0,"Chicago-O'Hare International Airport, IL (ORD)",,sub,,
28 Oct 2016,McDonnell Douglas MD-10-10F,N370FE,FedEx Express,0,"Fort Lauderdale International Airport, FL (FLL)",,sub,,
28 Oct 2016,Fairchild SA227-DC Metro 23 (C-26B),PNC-0226,Servicio AÃ©reo de Policia,0,BogotÃ¡-Eldorado Airport (BOG),,sub,,
30 Oct 2016,Beechcraft 100 King Air,N411HA,Honaker Aviation,0,"Jeffersonville-Clark Regional Airport, IN (JVY)",,sub,,
31 Oct 2016,de Havilland Canada DHC-4T Caribou,PK-SWW,"Puncak Regency Administration, opb Alfa Indonesia",4,11 km S of Ilaga Airport (ILA),,w/o,,
xx Oct 2016,Cessna 500 Citation I,N888JL,Advanced Power Aviation LLC,0,"Wichita-Mid-Continent Airport, KS (ICT)",,w/o,,
10 Nov 2016,Boeing 767-346ER,JA658J,Japan Airlines (JAL),0,21 nm ESE of Kagoshima,,non,,
10 Nov 2016,McDonnell Douglas MD-11F,D-ALCM,Lufthansa Cargo,0,"Buenos Aires/Ezeiza-Ministro Pistarini Airport, BA (EZE)",,sub,,
14 Nov 2016,Bombardier BD-100-1A10 Challenger 300,N303CZ,Unknown,0,Panama City Albrook-Marcos A. Gelabert International Airport (BLB),,sub,,
19 Nov 2016,Boeing 737-823 (WL),N832NN,American Airlines,0,"Saint Louis-Lambert International Airport, MO (STL)",,sub,,
20 Nov 2016,Boeing 717-231,N930AT,Delta Air Lines,0,"Hopewell, Virginia",,non,,
23 Nov 2016,Beechcraft 200 Super King Air,N80RT,"Flight Development, LLC",0,"0,8 km E of Moorhead Municipal Airport, MN",,sub,,
24 Nov 2016,Dassault Falcon 7X,VQ-BSF,Shell Aircraft,0,London City Airport (LCY),,non,,
24 Nov 2016,Dassault Falcon 7X,VQ-BSO,Shell Aircraft,0,London City Airport (LCY),,non,,
27 Nov 2016,CASA/Nurtanio NC-212-MP Aviocar 200,U-623,Tentara Nasional Indonesia-AL (Navy),0,Pitu/Morotai-Leo Wattimena Air Base (OTI),,sub,,
28 Nov 2016,Avro RJ85,CP-2933,LaMia,71,18 km S of Rionegro/MedellÃ­n-JosÃ© MarÃ­a CÃ³rdova Airport (MDE),,w/o,,
29 Nov 2016,Boeing 767-319ER,N767WA,Fly Jamaica Airways,0,Georgetown-Cheddi Jagan International Airport (GEO),,sub,,
29 Nov 2016,Boeing 737-8HO (WL),9Y-SXM,Caribbean Airlines,0,Georgetown-Cheddi Jagan International Airport (GEO),,sub,,
1 Dec 2016,Basler BT-67 Turbo 67 (DC-3T),C-GEAJ,"ALCI Aviation, opf North Star Air Cargo",0,"Pickle Lake Airport, ON (YPL)",,sub,,
2 Dec 2016,Beechcraft B100 King Air,N900RD,Kidd Aviation,0,"Tyler-Pounds Regional Airport, TX (TYR)",,min,,
3 Dec 2016,PZL-Mielec M28 Skytruck,P-4201,Kepolisian Negara Republik Indonesia (Indonesian Police),13,74 km SE off Tanjung Pinang,,w/o,,
4 Dec 2016,Boeing 777-3DZER,A7-BAN,Qatar Airways,0,"115nm north of Lajes, Terceira, Azores",,min,,
4 Dec 2016,Airbus A321-211,HS-RCC,Skyview Airways,0,Bangkok-Don Muang International Airport (DMK/VTBD),,sub,,
4 Dec 2016,Cessna 500 Citation I,N332SE,Yatish Air,0,"Gunnison-Crested Butte Regional Airport, CO (GUC)",,sub,,
5 Dec 2016,Cessna 550 Citation II,N75WL,"DC Aviation, LLC",0,"near Port Aransas-Mustang Beach Airport, TX",,sub,,
5 Dec 2016,Fairchild SA227-AC Metro III,N765FA,Key Lime Air,1,"5,5 km ESE of Camilla, GA",,w/o,,
7 Dec 2016,Boeing 737-8FE (WL),VH-VUP,Virgin Australia Airlines,0,"Hobart Airport, TAS (HBA)",,min,,
7 Dec 2016,Boeing 737-8FE (WL),VH-YFT,Virgin Australia Airlines,0,"Hobart Airport, TAS (HBA)",,min,,
7 Dec 2016,ATR 42-500,AP-BHO,Pakistan International Airlines - PIA,47,"6,5 km SSE of Havelian",,w/o,,
10 Dec 2016,Boeing 737-46J,JY-JAQ,"Safi Airways, lsf Jordan Aviation",0,Kabul-Hamid Karzai International Airport (KBL),,sub,,
12 Dec 2016,Beechcraft A100 King Air,C-FONY,Grondair Aviation,0,"Saint-FrÃ©dÃ©ric Airport, QC",,sub,,
13 Dec 2016,Boeing 737-824,N24202,United Airlines,0,"Denver, CO",,non,,
13 Dec 2016,Beechcraft B200 Super King Air,VH-MVL,Royal Flying Doctor Service,0,"Moomba Airport, SA (MOO)",,sub,,
14 Dec 2016,de Havilland Canada DHC-8-402Q Dash 8,G-PRPC,Flybe,0,Manchester Airport (MAN),,min,,
16 Dec 2016,Bombardier CRJ-900ER,OY-KFF,"Scandinavian Airlines System - SAS, opb Cimber",0,KÃ¸benhavn-Kastrup Airport (CPH),,sub,,
18 Dec 2016,Boeing P-8A Poseidon (737-8FV),168763,United States Navy,0,Okinawa-Kadena AFB (DNA),,sub,,
18 Dec 2016,Lockheed C-130H Hercules,A-1334,Tentara Nasional Indonesia-AU (Air Force),13,ca 2 km SE of Wamena Airport (WMX),,w/o,,
19 Dec 2016,Ilyushin Il-18V,RF-91821,Russian Air Force,0,29 km NW of Tiksi Airport (IKS),,w/o,,
20 Dec 2016,Boeing 727-2J0 (F) Advanced,HK-4544,Aerosucre Colombia,5,"7,5 km W of Puerto CarreÃ±o-GermÃ¡n Olano Airport (PCR)",,w/o,,
21 Dec 2016,Airbus A321-231 (WL),RP-C9928,Philippine Air Lines,0,Mactan-Cebu International Airport (CEB/RPVM),,sub,,
21 Dec 2016,Beechcraft B200T Super King Air,M41-03,Royal Malaysian Air Force - RMAF,1,Butterworth RMAF Station (BWH),,w/o,,
23 Dec 2016,Airbus A320-214,5A-ONB,Afriqiyah Airways,0,Malta-Luqa Airport (MLA),,non,,
23 Dec 2016,Boeing 737-8AS (WL),EI-FRO,Ryanair,0,Chania-SoÃºda Airport (CHQ/LGSA),,non,,
